Vout_tran X,Vout_tran Y
6.12173963561808e-06,1.232975637784052
6.124403617007985e-06,1.235031165663567
6.128744852169661e-06,1.237895099249909
6.134242405979748e-06,1.240921683868321
6.14303956837777e-06,1.244846120897168
6.156595554066822e-06,1.249347525314068
6.18108353736374e-06,1.254403883057571
6.214323437725445e-06,1.257653066417588
6.26557576040267e-06,1.259342622003923
6.333043856560923e-06,1.259734693331021
6.431066800961839e-06,1.259763557227737
6.583623194847755e-06,1.259761603097446
6.870395840770265e-06,1.259762008640404
7.270395840770266e-06,1.259760554745495
7.670395840770265e-06,1.259762444509275
8.070395840770265e-06,1.259760421773333
8.470395840770264e-06,1.259762524784598
8.870395840770264e-06,1.259760375435025
9.270395840770263e-06,1.259762547590396
9.670395840770263e-06,1.259760367934338
1e-05,1.259762542293638
1.00015625e-05,1.290793110836233
1.000353442800732e-05,1.348763065057549
1.000420976690165e-05,1.361465613040699
1.000500270938467e-05,1.373472580371649
1.000566740955001e-05,1.381495846277134
1.000623469891972e-05,1.387127371514068
1.000688957152172e-05,1.392454480912219
1.000761313006505e-05,1.397111466143081
1.00085385960002e-05,1.401534348416227
1.000983688724819e-05,1.405494530359753
1.001162530705635e-05,1.407883373788823
1.001417462364145e-05,1.407442692876234
1.001755818841733e-05,1.403127906268716
1.002204070703822e-05,1.394726934764924
1.002847245403367e-05,1.381428137428945
1.003582753088744e-05,1.366656838413747
1.004632008294949e-05,1.3474344728343
1.005607224963947e-05,1.331427240094542
1.006635618640174e-05,1.316167915030675
1.007708187989947e-05,1.301885125998867
1.007943409621361e-05,1.299000300106832
1.008413852884189e-05,1.293778579561262
1.008901975667916e-05,1.289251078643558
1.009393998647982e-05,1.285451191186988
1.009915811164058e-05,1.28201112644102
1.01088643189274e-05,1.276810844319048
1.011988480025022e-05,1.272361223149209
1.013480874721208e-05,1.268102339744679
1.015567206050687e-05,1.264407406401405
1.018174066437123e-05,1.261973070672567
1.021900050670701e-05,1.260488001852667
1.026458873560137e-05,1.259939229445793
1.033334067210508e-05,1.259778088128015
1.041649335302008e-05,1.259772709935029
1.054026590810893e-05,1.259772956819413
1.070391078476305e-05,1.259773133714606
1.093218868558455e-05,1.259773134266482
1.125332852681319e-05,1.259773183988767
1.165332852681319e-05,1.259773027392572
1.205332852681319e-05,1.259771290478792
1.245332852681319e-05,1.259772614279116
1.27266642634066e-05,1.25977251907489
1.3e-05,1.259772191959082
1.30025e-05,1.274932287946691
1.300625e-05,1.309599910110118
1.301e-05,1.361080133552467
1.301219290386544e-05,1.382566698079328
1.301546828722243e-05,1.40537825146615
1.301917688855087e-05,1.414772705629011
1.302441463571365e-05,1.414585886831854
1.302861904748518e-05,1.40908162378459
1.303489098159654e-05,1.398135322268914
1.304244399691807e-05,1.383868944955316
1.305625382509798e-05,1.359216892451389
1.306662564001286e-05,1.342676334357113
1.307787215373609e-05,1.326515773119133
1.308861624290412e-05,1.31250818623277
1.310068586129893e-05,1.298553131982743
1.310913973566377e-05,1.290471787627454
1.311656639294471e-05,1.28490212734084
1.312486224466304e-05,1.279999576559404
1.31320241111195e-05,1.276571399403
1.314296105996093e-05,1.272438341153773
1.315721461425218e-05,1.26853850764266
1.317928738245668e-05,1.264712749551037
1.321097984619076e-05,1.261929803240024
1.327167813759286e-05,1.260178924989665
1.333953774241802e-05,1.259952885627341
1.345802072067988e-05,1.259938446036102
1.361510946968544e-05,1.259941369586012
1.392928696769656e-05,1.25994376144839
1.432928696769656e-05,1.25994043526331
1.472928696769655e-05,1.259940822248505
1.512928696769655e-05,1.259940667549499
1.552928696769655e-05,1.259940469654643
1.576964348384828e-05,1.259940733355274
1.601e-05,1.259940375011377
1.60125e-05,1.242351484270155
1.601625e-05,1.201864889165112
1.602e-05,1.142830234772745
1.602199948994187e-05,1.120340152246971
1.602510962858255e-05,1.096170451546437
1.602809004494331e-05,1.088487791395986
1.603269882830087e-05,1.089836506285771
1.603674417257868e-05,1.096875240628915
1.604304598535325e-05,1.110260607543929
1.605111117832038e-05,1.12768287229515
1.606259431160083e-05,1.150431672275608
1.607261479063284e-05,1.168261883802264
1.608310914506824e-05,1.185228796703298
1.609411737397501e-05,1.201432429113147
1.610614945349036e-05,1.217552098052317
1.61091605480435e-05,1.221346753093837
1.611066609532007e-05,1.223206999324172
1.611141886895836e-05,1.224126616767675
1.611292441623493e-05,1.225941832223002
1.61142694771976e-05,1.227531451767997
1.61145941046139e-05,1.227909671782126
1.611524335944651e-05,1.228655264397163
1.61158674319565e-05,1.229351360631664
1.611614860501309e-05,1.229656623664791
1.611671095112628e-05,1.230251277796148
1.611750711291743e-05,1.23105932331316
1.611909943649974e-05,1.232566341132102
1.612147533469346e-05,1.234575323437129
1.612498911903151e-05,1.237131055647146
1.612962903197973e-05,1.239965874421129
1.613710057495133e-05,1.243689298994225
1.614665497962038e-05,1.247406824224456
1.616557115924206e-05,1.252484883813028
1.619234848990238e-05,1.256389546653611
1.623244505652583e-05,1.258784398729056
1.628531084356233e-05,1.25961362442884
1.63644314603738e-05,1.25977847206566
1.64758914775829e-05,1.259771342367167
1.666354125701489e-05,1.259783796848653
1.70094905174129e-05,1.259767156969834
1.74094905174129e-05,1.259776305994076
1.78094905174129e-05,1.259772213659374
1.82094905174129e-05,1.259772715624193
1.86094905174129e-05,1.25977432532052
1.90094905174129e-05,1.259772027469263
1.94094905174129e-05,1.259774062487511
1.970474525870645e-05,1.259771573507491
2e-05,1.259774334311899
