Vout_tran X,Vout_tran Y
0,1.260019279192087
2e-08,1.260035121225773
6.000000000000001e-08,1.260034294383063
1.4e-07,1.260021075273137
3.000000000000001e-07,1.260015322080705
6.200000000000002e-07,1.260023421279626
1.02e-06,1.260015469253797
1.42e-06,1.260022807420945
1.82e-06,1.260016332940462
2.22e-06,1.260021818344705
2.62e-06,1.260017352321537
3e-06,1.260020813962673
3.01e-06,1.262425578686085
3.03e-06,1.263834740329814
3.069999999999999e-06,1.263383140509561
3.111274635895189e-06,1.260337965855017
3.19382390768557e-06,1.259154295311342
3.2746793698648e-06,1.26036003103752
3.41794028941312e-06,1.259985600303233
3.580564842154374e-06,1.25994939484436
3.82819130592845e-06,1.260133056493041
4.22819130592845e-06,1.259901638744455
4.628191305928451e-06,1.260144688754218
5.028191305928451e-06,1.259908978108408
5.428191305928452e-06,1.260124503092082
5.719095652964226e-06,1.259945404654665
6.01e-06,1.260080601299256
6.02e-06,1.257577073213151
6.04e-06,1.256143115012962
6.079999999999999e-06,1.256786694922003
6.120693037160006e-06,1.259820188341821
6.202079111480019e-06,1.260782484055915
6.279581397340259e-06,1.259656105583441
6.407415137387212e-06,1.260115265512344
6.574563685015941e-06,1.260037906787642
6.812630575831509e-06,1.259956153740302
7.212630575831509e-06,1.260087826546059
7.61263057583151e-06,1.259957004698585
8.012630575831509e-06,1.26007751583147
8.412630575831509e-06,1.259970866738516
8.812630575831508e-06,1.260061422317287
9.212630575831508e-06,1.259987311532722
9.612630575831507e-06,1.260045405541232
1e-05,1.260001992061343
1.000625e-05,1.150510575804367
1.000871981229503e-05,1.080055708606235
1.000989671904522e-05,1.057081011855167
1.00121517925066e-05,1.027161192689284
1.001407395424019e-05,1.012890464408582
1.001732482568516e-05,1.002724721003899
1.002082171329157e-05,1.003112210941856
1.002556703920952e-05,1.011297741864395
1.00294127128994e-05,1.020197457863201
1.003044227241818e-05,1.022624271960199
1.003250139145576e-05,1.027357236081869
1.003578630551749e-05,1.034526703144871
1.004056896671183e-05,1.044275633540987
1.004645141454447e-05,1.055637795605792
1.005558151608553e-05,1.072854379844201
1.006884805196369e-05,1.097711839912058
1.009269743902553e-05,1.141691751280705
1.011012914449612e-05,1.171834087873169
1.012314691012084e-05,1.192036169594573
1.012727441346602e-05,1.197965081847599
1.013552942015638e-05,1.209264406066917
1.013842661419563e-05,1.213062844363782
1.014422100227412e-05,1.220410983625902
1.014559110529726e-05,1.222100233223947
1.014833131134353e-05,1.225412673729679
1.014890108778399e-05,1.226089336896892
1.015004064066492e-05,1.22742786246405
1.015106355281927e-05,1.228608745311625
1.015137142889821e-05,1.228959199271048
1.01519871810561e-05,1.229646960780117
1.015260921971246e-05,1.230317624846825
1.015327517856061e-05,1.231006132646063
1.01540187793547e-05,1.231741482521754
1.015550598094289e-05,1.233115878023808
1.015758181359077e-05,1.234842599492953
1.016149474563128e-05,1.237630140731148
1.016622250914984e-05,1.240418953621935
1.017383613532202e-05,1.244076114397443
1.018444862006711e-05,1.248006721621671
1.020521495545649e-05,1.253149801677582
1.023351335789859e-05,1.256804975229526
1.028918621623334e-05,1.259370328628701
1.03455303809584e-05,1.259710256347436
1.044418258919677e-05,1.259771799312361
1.054691405345783e-05,1.25976931644349
1.071398930233309e-05,1.259767173784903
1.094613370324827e-05,1.259771163666814
1.127638461701834e-05,1.259765851928868
1.167638461701834e-05,1.259770678101928
1.207638461701833e-05,1.25976531180592
1.247638461701833e-05,1.259770857608602
1.273819230850917e-05,1.259765193185796
1.3e-05,1.259771156037853
1.30025e-05,1.274931742449008
1.300625e-05,1.309648028055238
1.301e-05,1.361153382792579
1.30121434559217e-05,1.382373988867687
1.301536468540128e-05,1.405191223306614
1.301898351049057e-05,1.414852562341099
1.302421493385173e-05,1.415188165365951
1.302832587449399e-05,1.410030878429128
1.303452034265093e-05,1.399427587025569
1.304182706877268e-05,1.385722145662964
1.305514798797992e-05,1.361882648273968
1.306545113129866e-05,1.34530106018171
1.30765213363155e-05,1.329220772384256
1.308712511820637e-05,1.315227795257577
1.309898699548916e-05,1.301149576284572
1.310824134181142e-05,1.291901961080835
1.311517661026525e-05,1.286426536303487
1.311791142850727e-05,1.284593784481061
1.312330730078174e-05,1.281345163751178
1.312938510603466e-05,1.278221567300025
1.313714000593693e-05,1.274896724095865
1.315264980574149e-05,1.269918794676637
1.317442798572602e-05,1.265548999060359
1.320563253769171e-05,1.262331660605302
1.325910338355798e-05,1.260379471878631
1.331977365293844e-05,1.259992858580661
1.342612811306771e-05,1.259930531459032
1.355172888222241e-05,1.259938913616376
1.376922559692997e-05,1.259938350725753
1.406744353744567e-05,1.25993892938836
1.446744353744567e-05,1.259937266301966
1.486744353744567e-05,1.259939089167573
1.526744353744567e-05,1.259938008412468
1.566744353744567e-05,1.259938758241512
1.601e-05,1.259938570865998
1.60125e-05,1.242343319210666
1.601625e-05,1.201832709732725
1.602e-05,1.142739695012227
1.602194789822611e-05,1.120578378787704
1.602500522383616e-05,1.096362994787512
1.602793567718164e-05,1.088359269851664
1.603237972216459e-05,1.089119628871347
1.603632664908661e-05,1.095679587713198
1.604237408822789e-05,1.108339590667613
1.605011656533457e-05,1.125062174860382
1.606115263431024e-05,1.1470951189494
1.607106762097362e-05,1.164929318897704
1.608128370245406e-05,1.181646931248649
1.609207731375964e-05,1.197753877632504
1.610388147540514e-05,1.213803408971187
1.610697468484079e-05,1.217763647636673
1.610852128955862e-05,1.219707898451648
1.611161449899427e-05,1.223515788225745
1.611221005509699e-05,1.224235708465909
1.611340116730242e-05,1.225660545998801
1.611475271558899e-05,1.227248993968783
1.611505111695847e-05,1.227595028483613
1.611564791969742e-05,1.228278872589421
1.61162481494591e-05,1.228949486318872
1.61165295337021e-05,1.229256043779563
1.61170923021881e-05,1.229853240426619
1.611783355840868e-05,1.230609294926168
1.61192815758268e-05,1.231994659644322
1.61214638349515e-05,1.233877299339422
1.612477478095116e-05,1.236353504266707
1.612925060365088e-05,1.239174760802628
1.613569897607714e-05,1.242533196148713
1.614488353381858e-05,1.246341257744088
1.616042142287914e-05,1.250989021608751
1.618771289111897e-05,1.255709320262181
1.622111223610524e-05,1.258231593050336
1.627507838452553e-05,1.259524868192546
1.634421753378634e-05,1.259758872879268
1.644976878201967e-05,1.259769837999715
1.660856928369177e-05,1.259768850046594
1.691798348741727e-05,1.259767785429158
1.731798348741727e-05,1.259768296730138
1.771798348741727e-05,1.259768377622756
1.811798348741727e-05,1.259768017290096
1.851798348741727e-05,1.25976855856601
1.891798348741727e-05,1.259767894193214
1.931798348741727e-05,1.259768637967003
1.971798348741727e-05,1.259767841940159
2e-05,1.259768683852424
